
53,	Nom_de_la_personne,							Name_of_Individual
676,	Gross_Pay_2014,								Remuneration
676,	Salary,									Remuneration
676,	Honoraria,								Remuneration
676,	Travel,									Expenses

685,	Name_of_Individual,							Name_of_Individual
685,	Position_Title,								Position_Title
685,	Number_of_Months,							Number_of_Months
685,	Remuneration,								Remuneration
685,	Expenses,								Expenses

704,	Name_of_Individual,							Name_of_Individual
704,	Position_Title,								Position_Title
704,	Number_of_Months,							Number_of_Months
704,	Remuneration,								Remuneration
704,	Expenses,								Expenses

705,	Name_of_Individual,							Name_of_Individual
705,	Position_Title,								Position_Title
705,	Number_of_Months,							Number_of_Months
705,	Salary,									Remuneration
705,	Honoraria,								Remuneration
705,	Other_Remuneration,							Remuneration
705,	Travel_Expenses,							Expenses

708,	Name_of_Individual,							Name_of_Individual
708,	Position_Title,								Position_Title
708,	Number_of_Months,							Number_of_Months
708,	Remuneration,								Remuneration
708,	Expenses,								Expenses

710,	Name,									Name_of_Individual
710,	Position_Title,								Position_Title
710,	Number_of_Months,							Number_of_Months
710,	Remuneration,								Remuneration
710,	Expenses,								Expenses

713,	Name_of_Individual,							Name_of_Individual
713,	Position_Title,								Position_Title
713,	Number_of_Months,							Number_of_Months
713,	Remuneration,								Remuneration
713,	Expenses,								Expenses

714,	Length_of_Employment,							Number_of_Months*
714,	Name_of_Employer,							Name_of_Individual
714,	Position,								Position_Title
714,	Salaries,								Remuneration
714,	Travel,									Expenses
714,	Other_Remuneration,							Remuneration
714,	Honorarium,								Remuneration

726,	Name_of_Individual,							Name_of_Individual
726,	Position_Title,								Position_Title
726,	Number_of_Months,							Number_of_Months
726,	Remuneration,								Remuneration
726,	Expenses,								Expenses

141,	Name_of_Individual,							Name_of_Individual
141,	Position_Title,								Position_Title
141,	Number_of_Months,							Number_of_Months
141,	Remuneration,								Remuneration
141,	Expenses,								Expenses

219,	Name_of_Individual,							Name_of_Individual
219,	Position_Title,								Position_Title
219,	Number_of_Months,							Number_of_Months
219,	Remuneration,								Remuneration
219,	Expenses,								Expenses

233,	Name_of_Individual,							Name_of_Individual
233,	Position_Title,								Position_Title
233,	Number_of_Months,							Number_of_Months
233,	Remuneration,								Remuneration
233,	Expenses,								Expenses

291,	Name_NA,								Name_of_Individual
291,	Position,								Position_Title
291,	Number_of_Months,							Number_of_Months
291,	Salary,									Remuneration
291,	Honoraria,								Remuneration
291,	Other_remuneration,							Remuneration
291,	Travel_expenses,							Expenses

365,	Name_NA,								Name_of_Individual
365,	Title,									Position_Title
365,	Number_of_Months,							Number_of_Months
365,	Salary,									Remuneration
365,	Travel,									Expenses
365,	Honoraria,								Remuneration

409,	Name_NA,								Name_of_Individual
409,	Title,									Position_Title
409,	Number_of_Months,							Number_of_Months
409,	Salary,									Remuneration
409,	Expenses,								Expenses
409,	Honoraria,								Remuneration

468,	Name_of_Individual,							Name_of_Individual
468,	Position_Title,								Position_Title
468,	Number_of_Months,							Number_of_Months
468,	Remuneration,								Remuneration
468,	Expenses,								Expenses

544,	Name_of_Individual,							Name_of_Individual
544,	Position_Title,								Position_Title
544,	Number_of_Months,							Number_of_Months
544,	Remuneration,								Remuneration
544,	Expenses,								Expenses

564,	Name_of_Individual,							Name_of_Individual
564,	Position_Title,								Position_Title
564,	Number_of_Months,							Number_of_Months
564,	Remuneration,								Remuneration
564,	Expenses,								Expenses

573,	Name_of_Individual,							Name_of_Individual
573,	Position_Title,								Position_Title
573,	Number_of_Months,							Number_of_Months
573,	Salary_and_honoraria,							Remuneration
573,	Travel_expense,								Expenses
573,	Other_remuneration,							Remuneration

602,	Name_NA,								Name_of_Individual
602,	Position/Title,								Position_Title
602,	Months,									Number_of_Months
602,	Salaries_and_Honoraria,							Remuneration
602,	Other_Remuneration,							Remuneration
602,	Travel,									Expenses

607,	Name,									Name_of_Individual
607,	Position/Title,								Position_Title
607,	Number_of_Months,							Number_of_Months
607,	Salary,									Remuneration
607,	Honoraria,								Remuneration
607,	Other_Remuneration,							Remuneration
607,	Travel_Expenses,							Expenses

627,	Name_NA,								Name_of_Individual
627,	Position_Title,								Position_Title
627,	Number_of_Months,							Number_of_Months
627,	Salary_and_honoraria,							Remuneration
627,	Travel_expense,								Expenses
627,	Other_remuneration,							Remuneration

628,	Name_of_Individual,							Name_of_Individual
628,	Position_Title,								Position_Title
628,	Number_of_Months,							Number_of_Months
628,	Remuneration,								Remuneration
628,	Expenses,								Expenses

642,	Name,									Name_of_Individual
642,	Position,								Position_Title
642,	No._of_months,								Number_of_Months
642,	Salary,									Remuneration
642,	Honoraria,								Remuneration
642,	Other_Remuneration,							Remuneration
642,	Travel,									Expenses

9,	Name_of_Individual,							Name_of_Individual
9,	Position_Title,								Position_Title
9,	Number_of_Months,							Number_of_Months*
9,	Remuneration,								Remuneration
9,	Honorariums,								Remuneration
9,	Expenses,								Expenses

12,	Elected,								Name_of_Individual
12,	Title_NA,								Position_Title
12,	#_of_Months,								Number_of_Months
12,	Salary,									Remuneration
12,	Honoraria,								Remuneration
12,	Travel_Expenses,							Expenses
12,	Other,									Remuneration*

21,	Name_of_Individual,							Name_of_Individual
21,	Position_Title,								Position_Title
21,	Number_of_Months,							Number_of_Months
21,	Honoraria,								Remuneration
21,	Salary,									Remuneration
21,	Travel_and_other,							Expenses
21,	Other_honoraria,							Remuneration

26,	Name,									Name_of_Individual
26,	Position,								Position_Title
26,	Number_of_Months,							Number_of_Months
26,	Honorarium,								Remuneration
26,	Other_Remuneration,							Remuneration
26,	Salary,									Remuneration
26,	Pension,								Remuneration
26,	Travel,									Expenses

27,	Name_of_Individual,							Name_of_Individual
27,	Title_NA,								Position_Title
27,	Number_of_Months,							Number_of_Months
27,	Salary_and_Benefits,							Remuneration
27,	Sales,									Remuneration
27,	Honoraria,								Remuneration
27,	Reimbursed_Expenses,							Expenses
27,	Retirement_Allowances_Paid_out,						Expenses
27,	Advance_Receivable,							Expenses*

55,	Nom,									Name_of_Individual
55,	Title_NA,								Position_Title
55,	Nombre_de_mois_en_poste,						Number_of_Months
55,	Rémunérations,								Remuneration
55,	Frais_de_déplacement,							Expenses

62,	Nom,									Name_of_Individual
62,	Title_NA,								Position_Title
62,	Nombre_de_mois_en_poste,						Number_of_Months
62,	Salaires_et_honoraires,							Remuneration
62,	Frais_de_voyage,							Expenses
62,	Autres_rémunérations,							Remuneration

68,	Name_of_individual,							Name_of_Individual
68,	Title_NA,								Position_Title
68,	Number_of_months_in_office,						Number_of_Months
68,	Salaries_and_honoraria,							Remuneration
68,	Travel_expenses,							Expenses
68,	Other_position_than_Chief_or_Council_members,				Remuneration

71,	Nom,									Name_of_Individual
71,	Titre,									Position_Title
71,	Nombre_de_mois,								Number_of_Months
71,	Salaires_ou_honoraires,							Remuneration
71,	Autres_rémunérations,							Remuneration
71,	Frais_de_voyages,							Expenses

78,	Nom,									Name_of_Individual
78,	Titre_du_poste,								Position_Title
78,	Nombre_de_mois/semaines,						Number_of_Months*
78,	Salaire,								Remuneration
78,	Frais_de_voyages,							Expenses

79,	Nom,									Name_of_Individual
79,	Titre_du_poste,								Position_Title
79,	Nombre_de_mois/semaines,						Number_of_Months*
79,	Salaires,								Remuneration
79,	Honoraires,								Remuneration
79,	Frais_de_voyages_et_de_garde,						Expenses

86,	Name_NA,								Name_of_Individual
86,	Title_NA,								Position_Title
86,	Nombre_de_mois,								Number_of_Months
86,	Honoraires_de_fonction,							Remuneration
86,	Autres_services,							Remuneration
86,	Frais_de_déplacement,							Expenses

123,	Name_of_Individual,							Name_of_Individual
123,	Position_Title,								Position_Title
123,	Number_of_Months,							Number_of_Months
123,	Salary_&_Honorariums,							Remuneration
123,	Expenses,								Expenses

131,	Chief_and_Council,							Name_of_Individual
131,	Title_NA,								Position_Title
131,	Number_of_Months,							Number_of_Months
131,	Remuneration,								Remuneration
131,	Expenses,								Expenses

135,	Name_of_Individual,							Name_of_Individual
135,	Position_Title,								Position_Title
135,	Number_of_Months,							Number_of_Months
135,	Remuneration,								Remuneration
135,	Expenses,								Expenses

137,	Name,									Name_of_Individual
137,	Position,								Position_Title
137,	Number_of_Months,							Number_of_Months
137,	Salary,									Remuneration
137,	Honoraria,								Remuneration
137,	Travel_Expenses,							Expenses
137,	Other_Remuneration,							Expenses*

138,	Name_of_Individual,							Name_of_Individual
138,	Position_Title,								Position_Title
138,	Number_of_Months,							Number_of_Months
138,	Salary_and_Honoraria,							Remuneration
138,	Other_Remuneration,							Remuneration
138,	Travel_Expenses,							Expenses

144,	Name_of_Individual,							Name_of_Individual
144,	Position,								Position_Title
144,	No._Of_Months,								Number_of_Months
144,	Remuneration,								Remuneration
144,	Expenses,								Expenses

153,	Name_NA,								Name_of_Individual
153,	Position,								Position_Title
153,	Number_of_Months,							Number_of_Months
153,	Remuneration,								Remuneration
153,	Expenses,								Expenses

164,	Name_of_Individual,							Name_of_Individual
164,	Title_NA,								Position_Title
164,	No._of_Months,								Number_of_Months
164,	Honoraria_Paid,								Remuneration
164,	Honoraria_Reimbursement,						Remuneration
164,	Travel,									Expenses

171,	Name_of_Individual,							Name_of_Individual
171,	Position_Title,								Position_Title
171,	Number_of_Months,							Number_of_Months
171,	Salary_and_Honoraria,							Remuneration
171,	Travel_Expenses,							Expenses

172,	Name_of_Individual,							Name_of_Individual
172,	Position,								Position_Title
172,	Number_of_Months,							Number_of_Months
172,	Stipend_and_Salary,							Remuneration
172,	Honoraria,								Remuneration
172,	Other_Remuneration,							Remuneration
172,	Travel_Expenses,							Expenses

189,	Name_of_Individual,							Name_of_Individual
189,	Position_Title,								Position_Title
189,	Number_of_Months,							Number_of_Months
189,	Remuneration,								Remuneration
189,	Expenses,								Expenses

198,	Chief_and_Council,							Name_of_Individual
198,	Title_NA,								Position_Title
198,	Number_of_Months,							Number_of_Months
198,	Remuneration,								Remuneration
198,	Expenses,								Expenses

205,	Name_NA,								Name_of_Individual
205,	Title_NA,								Position_Title
205,	Number_of_Months,							Number_of_Months
205,	Remuneration,								Remuneration
205,	Expenses,								Expenses

206,	Name_NA,								Name_of_Individual
206,	Title_NA,								Position_Title
206,	Number_of_Months,							Number_of_Months
206,	Remuneration,								Remuneration
206,	Expenses,								Expenses

209,	Name_NA,								Name_of_Individual
209,	Title_NA,								Position_Title
209,	Number_of_Months,							Number_of_Months
209,	Remuneration,								Remuneration
209,	Expenses,								Expenses

212,	Name_NA,								Name_of_Individual
212,	Title_NA,								Position_Title
212,	Number_of_Months,							Number_of_Months
212,	Remuneration,								Remuneration
212,	Expenses,								Expenses

231,	Name_of_Individual,							Name_of_Individual
231,	Position_Title,								Position_Title
231,	Number_of_Months,							Number_of_Months
231,	Remuneration,								Remuneration
231,	Expenses,								Expenses

234,	Chief_and_Council,							Name_of_Individual
234,	Position_Title,								Position_Title
234,	Number_of_Months,							Number_of_Months
234,	Remuneration,								Remuneration
234,	Expenses,								Expenses

241,	Name_of_Individual,							Name_of_Individual
241,	Position_Title,								Position_Title
241,	Number_of_Months,							Number_of_Months
241,	Remuneration,								Remuneration
241,	Expenses,								Expenses

310,	Name_of_Individual,							Name_of_Individual
310,	Position,								Position_Title
310,	Number_of_Months,							Number_of_Months
310,	Remuneration,								Remuneration
310,	Expenses,								Expenses

341,	Name,									Name_of_Individual
341,	Position,								Position_Title
341,	Months,									Number_of_Months
341,	Salary/Honoraria,							Remuneration
341,	Travel,									Expenses

358,	Council_Member,								Name_of_Individual
358,	Title_NA,								Position_Title
358,	#_of_Months,								Number_of_Months
358,	Honoraria,								Remuneration
358,	Telephone_Allowance,							Expenses
358,	Travel,									Expenses

370,	Name,									Name_of_Individual
370,	Length_of_Service,							Number_of_Months*
370,	Position,								Position_Title
370,	Salary_and_Honoraria,							Remuneration
370,	Travel,									Expenses
370,	Other,									Remuneration*
370,	PAGC_Payments,								Remuneration*

396,	Name,									Name_of_Individual
396,	Position,								Position_Title
396,	Months,									Number_of_Months
396,	Salary,									Remuneration
396,	Honoraria,								Remuneration
396,	Travel,									Expenses
396,	Other_Payments,								Remuneration*
396,	Contracts,								Remuneration
396,	Cell_Phone_Allowance,							Expenses

402,	Chief_and_Council,							Name_of_Individual
402,	Title_NA,								Position_Title
402,	Number_of_Months,							Number_of_Months
402,	Travel,									Expenses
402,	Remuneration,								Remuneration
402,	Per_diems,								Expenses
402,	Contractor_receipts,							Remuneration

430,	Name,									Name_of_Individual
430,	Position,								Position_Title
430,	Term,									Drop
430,	Number_of_Months,							Number_of_Months
430,	Salary,									Remuneration
430,	Honoraria,								Remuneration
430,	Other_remuneration,							Expenses
430,	Travel_expenses,							Expenses

449,	Name_of_Individual,							Name_of_Individual
449,	Position,								Position_Title
449,	Number_of_Months,							Number_of_Months
449,	Salary,									Remuneration
449,	Honoraria,								Remuneration
449,	Other_remuneration,							Remuneration
449,	Travel_Expenses,							Expenses

539,	Name_of_Individual,							Name_of_Individual
539,	Position_Title,								Position_Title
539,	Number_of_Months,							Number_of_Months
539,	Salary_and_Honoraria,							Remuneration
539,	Travel_Expenses,							Expenses
539,	Other_Remuneration,							Remuneration

543,	Name_of_Individual,							Name_of_Individual
543,	Position_Title,								Position_Title
543,	Number_of_Months,							Number_of_Months
543,	Remuneration,								Remuneration
543,	Expenses,								Expenses

565,	Name_of_Individual,							Name_of_Individual
565,	Position,								Position_Title
565,	Number_of_Months,							Number_of_Months
565,	Salary,									Remuneration
565,	Honoraria,								Remuneration
565,	Travel,									Expenses

574,	Name_NA,								Name_of_Individual
574,	Position_Title,								Position_Title
574,	Number_of_Months,							Number_of_Months
574,	Salary,									Remuneration
574,	Remuneration,								Remuneration
574,	Expenses,								Expenses

584,	Name_of_Individuals,							Name_of_Individual
584,	Position_Title,								Position_Title
584,	Number_of_Months,							Number_of_Months
584,	Salary_and_Benefits,							Remuneration
584,	Honoraria,								Remuneration
584,	Other_Remuneration,							Remuneration
584,	Travel_Expenses,							Expenses

590,	Name_of_Individual,							Name_of_Individual
590,	Position_Title,								Position_Title
590,	Number_of_Months,							Number_of_Months
590,	Salary,									Remuneration
590,	Honoraria,								Remuneration
590,	Other_Remuneration,							Remuneration*
590,	Travel_Expenses,							Expenses

591,	Name_of_Individual,							Name_of_Individual
591,	Position_Title,								Position_Title
591,	Number_of_Months,							Number_of_Months
591,	Remuneration,								Remuneration
591,	Expenses,								Expenses

593,	Name_of_Individual,							Name_of_Individual
593,	Position_Title,								Position_Title
593,	Number_of_Months,							Number_of_Months
593,	Remuneration,								Remuneration
593,	Expenses,								Expenses

618,	Name_of_Individual,							Name_of_Individual
618,	Position_Title,								Position_Title
618,	Number_of_Months,							Number_of_Months
618,	Remuneration,								Remuneration
618,	Expenses,								Expenses

629,	Name_of_Individual,							Name_of_Individual
629,	Position_Title,								Position_Title
629,	Number_of_Months,							Number_of_Months
629,	Remuneration,								Remuneration
629,	Expenses,								Expenses

647,	Name_of_Individual,							Name_of_Individual
647,	Position_Title,								Position_Title
647,	Number_of_Months,							Number_of_Months
647,	Remuneration,								Remuneration
647,	Expenses,								Expenses

683,	Name_of_Individual,							Name_of_Individual
683,	Position_Title,								Position_Title
683,	Number_of_Months,							Number_of_Months
683,	Remuneration,								Remuneration
683,	Expenses,								Expenses

689,	Name_of_Individual,							Name_of_Individual
689,	Position_Title,								Position_Title
689,	Period,									Number_of_Months*
689,	Salary_and_Honoraria,							Remuneration
689,	Travel_Expenses,							Expenses
689,	Other_Remuneration,							Remuneration

693,	Name_of_Individual,							Name_of_Individual
693,	Position_Title,								Position_Title
693,	Number_of_Months,							Number_of_Months
693,	Salary,									Remuneration
693,	Honoraria,								Remuneration
693,	Expenses,								Expenses

695,	Name_of_Individual,							Name_of_Individual
695,	Position_Title,								Position_Title
695,	Number_of_Months,							Number_of_Months
695,	Remuneration,								Remuneration
695,	Expenses,								Expenses

697,	Name_of_Individual,							Name_of_Individual
697,	Position_Title,								Position_Title
697,	#_of_Months,								Number_of_Months
697,	Salary_and_Honoraria,							Remuneration
697,	Travel_Expenses,							Expenses
697,	Other_Remuneration,							Remuneration

699,	Name_of_Individual,							Name_of_Individual
699,	Position_Title,								Position_Title
699,	Number_of_Months,							Number_of_Months
699,	Remuneration,								Remuneration
699,	Expenses,								Expenses

715,	Name_of_Individual,							Name_of_Individual
715,	Position_Title,								Position_Title
715,	Number_of_Months,							Number_of_Months
715,	Honoraria,								Remuneration
715,	Travel_Expenses,							Expenses

729,	Name_of_Individual,							Name_of_Individual
729,	Position_Title,								Position_Title
729,	Number_of_Months,							Number_of_Months
729,	Remuneration,								Remuneration
729,	Expenses,								Expenses

1,	Name,									Name_of_Individual
1,	Position,								Position_Title
1,	Number_of_Months,							Number_of_Months
1,	Honorarium,								Remuneration
1,	Salary,									Remuneration
1,	Travel,									Expenses

10,	Recipient,								Name_of_Individual
10,	Position,								Position_Title
10,	Number_of_Months,							Number_of_Months
10,	Salary,									Remuneration
10,	Honoraria,								Remuneration
10,	Other_Remuneration,							Remuneration
10,	Travel,									Expenses

47,	Name_of_Individual,							Name_of_Individual
47,	Position_Title,								Position_Title
47,	#_of_Months,								Number_of_Months
47,	Salary,									Remuneration
47,	Honorarium,								Remuneration
47,	Other_Remuneration,							Remuneration
47,	Travel_Expenses,							Expenses

64,	Name_of_individual,							Name_of_Individual
64,	Title_NA,								Position_Title
64,	Number_of_months_in_office,						Number_of_Months
64,	Salaries_and_honoraries_as_council_members,				Remuneration
64,	Travel_expenses,							Expenses
64,	Reimbursement,								Expenses*
64,	Other_remuneration,							Remuneration

83,	Chef_et_conseillers,							Name_of_Individual
83,	Statut,									Position_Title
83,	Nombre_de_mois_en_poste,						Number_of_Months
83,	Salaires_et_honoraires,							Remuneration
83,	Frais_de_voyage,							Expenses

85,	Name_NA,								Name_of_Individual
85,	Title_NA,								Position_Title
85,	Nombre_de_mois,								Number_of_Months
85,	Salaires_de_base,							Remuneration
85,	Frais_dé_deplacements,							Expenses

163,	Name_of_Individual_Chief/Council_Member,				Name_of_Individual
163,	Title_NA,								Position_Title
163,	Number_of_Months,							Number_of_Months
163,	Salaries_and_Honoraria,							Remuneration
163,	Travel_Expenses,							Expenses
163,	Bonuses,								Remuneration
163,	Pension,								Remuneration
163,	Health,									Remuneration

166,	Name_of_Individual,							Name_of_Individual
166,	Position_Title,								Position_Title
166,	Number_of_Months,							Number_of_Months
166,	Remuneration,								Remuneration
166,	Expenses,								Expenses

221,	Name_of_Individual,							Name_of_Individual
221,	Position_Title,								Position_Title
221,	Number_of_Months,							Number_of_Months
221,	Remuneration,								Remuneration
221,	Expenses,								Expenses

227,	Chief/Council_Member,							Name_of_Individual
227,	Title_NA,								Position_Title
227,	Number_of_Months,							Number_of_Months
227,	Remuneration,								Remuneration
227,	Travel_Expenses,							Expenses

238,	Name_NA,								Name_of_Individual
238,	Title_NA,								Position_Title
238,	Number_of_Months,							Number_of_Months
238,	Remuneration,								Remuneration
238,	Expenses,								Expenses

264,	Name_NA,								Name_of_Individual
264,	Position,								Position_Title
264,	Number_of_Months,							Number_of_Months
264,	Remuneration,								Remuneration
264,	Expenses,								Expenses

323,	Name_NA,								Name_of_Individual
323,	Title_NA,								Position_Title
323,	Number_of_Months,							Number_of_Months
323,	Remuneration,								Remuneration
323,	Expenses,								Expenses

343,	Name,									Name_of_Individual
343,	Position,								Position_Title
343,	Number_of_Months,							Number_of_Months
343,	Wages,									Remuneration
343,	Honoraria,								Remuneration
343,	Meetings_and_Travel,							Expenses
343,	Other,									Remuneration*

352,	Council_Member,								Name_of_Individual
352,	Title_NA,								Position_Title
352,	#_of_Months,								Number_of_Months
352,	Wages,									Remuneration
352,	Honoraria_and_Allowances,						Remuneration
352,	Reimbursed_Travel,							Expenses

354,	Name_NA,								Name_of_Individual
354,	Title_NA,								Position_Title
354,	Number_of_Months,							Number_of_Months
354,	Wages,									Remuneration
354,	Per_diems,								Expenses*
354,	Other_Remuneration,							Remuneration
354,	Travel,									Expenses

360,	Name_of_Individual,							Name_of_Individual
360,	Position_Title,								Position_Title
360,	Number_of_Months,							Number_of_Months
360,	Salary,									Remuneration
360,	Honoraria,								Remuneration
360,	Other_Remuneration,							Remuneration
360,	Travel_Expenses,							Expenses

369,	Name_NA,								Name_of_Individual
369,	Title_NA,								Position_Title
369,	Number_of_Months,							Number_of_Months*
369,	Wages,									Remuneration
369,	Per_Diems_and_Travel,							Expenses

384,	Chief_and_Council,							Name_of_Individual
384,	Title_NA,								Position_Title
384,	Number_of_Months,							Number_of_Months
384,	Wages,									Remuneration
384,	Travel,									Expenses

394,	Name,									Name_of_Individual
394,	Months,									Number_of_Months
394,	Position,								Position_Title
394,	Honoraria,								Remuneration
394,	Travel,									Expenses
394,	Bus_Contract,								Remuneration
394,	Contract,								Remuneration

398,	Name_NA,								Name_of_Individual
398,	Title_NA,								Position_Title
398,	Months,									Number_of_Months
398,	Salary,									Remuneration
398,	Travel,									Expenses

405,	Name_of_Individual,							Name_of_Individual
405,	Position_Title,								Position_Title
405,	Number_of_Months,							Number_of_Months
405,	Remuneration,								Remuneration
405,	Expenses,								Expenses

406,	Name,									Name_of_Individual
406,	Position,								Position_Title
406,	Months,									Number_of_Months
406,	Salary,									Remuneration
406,	Honorarium,								Remuneration
406,	Travel,									Expenses
406,	Other,									Remuneration*

408,	Name_NA,								Name_of_Individual
408,	Title_NA,								Position_Title
408,	#_of_Months,								Number_of_Months
408,	Honorarium,								Remuneration
408,	Other_Per_Diems,							Expenses
408,	Reimbursed_Travel,							Expenses
408,	Cell_Allowance,								Expenses

445,	Name_NA,								Name_of_Individual
445,	Title_NA,								Position_Title
445,	Number_of_Months,							Number_of_Months
445,	Remuneration,								Remuneration
445,	Expenses,								Expenses

476,	Name_NA,								Name_of_Individual
476,	Position,								Position_Title
476,	Number_of_Months,							Number_of_Months
476,	Salary,									Remuneration
476,	Expenses,								Expenses

534,	Name_of_Individual,							Name_of_Individual
534,	Office,									Position_Title
534,	Number_of_Months,							Number_of_Months
534,	Salary,									Remuneration
534,	Honoraria,								Remuneration
534,	Travel,									Expenses

588,	Name_of_Individual,							Name_of_Individual
588,	Position_Title,								Position_Title
588,	Number_of_Months,							Number_of_Months
588,	Remuneration,								Remuneration
588,	Expenses,								Expenses

624,	Name_of_Individual,							Name_of_Individual
624,	Position_Title,								Position_Title
624,	Number_of_Months,							Number_of_Months
624,	Remuneration,								Remuneration
624,	Expenses,								Expenses

630,	Name,									Name_of_Individual
630,	Position_Title,								Position_Title
630,	Number_of_Months,							Number_of_Months
630,	Remuneration,								Remuneration
630,	Expenses,								Expenses

631,	Name_of_Individual,							Name_of_Individual
631,	Position_and_Title,							Position_Title
631,	Number_of_Months,							Number_of_Months
631,	Remuneration,								Remuneration
631,	Travel_Expenses,							Expenses

634,	Name_of_Individual,							Name_of_Individual
634,	Position_Title,								Position_Title
634,	No._of_Months,								Number_of_Months
634,	Remuneration,								Remuneration
634,	Expenses,								Expenses

639,	Name_of_Individual,							Name_of_Individual
639,	Position/Title,								Position_Title
639,	Number_of_Months,							Number_of_Months
639,	Remuneration,								Remuneration
639,	Expenses,								Expenses

643,	Name_of_Individual,							Name_of_Individual
643,	Position_Title,								Position_Title
643,	Number_of_Months,							Number_of_Months
643,	Remuneration,								Remuneration
643,	Expenses,								Expenses

660,	Name_of_Individual,							Name_of_Individual
660,	Position_and_Title,							Position_Title
660,	Number_of_Months,							Number_of_Months
660,	Remuneration,								Remuneration
660,	Expenses,								Expenses

661,	Name_of_Individual,							Name_of_Individual
661,	Position_and_Title,							Position_Title
661,	Number_of_Months,							Number_of_Months
661,	Remuneration,								Remuneration
661,	Expenses,								Expenses

662,	Name_of_Individual,							Name_of_Individual
662,	Position_Title,								Position_Title
662,	Number_of_Months,							Number_of_Months
662,	Remuneration,								Remuneration
662,	Expenses,								Expenses

664,	Name_of_Individual,							Name_of_Individual
664,	Position_and_Title,							Position_Title
664,	Number_of_Months,							Number_of_Months
664,	Salary_and_Honoraria,							Remuneration
664,	Travel_Expenses,							Expenses
664,	Other_Remuneration,							Remuneration

665,	Name_of_Individual,							Name_of_Individual
665,	Position_and_Title,							Position_Title
665,	Number_of_Months,							Number_of_Months
665,	Remuneration,								Remuneration
665,	Expenses,								Expenses

22,	Name_of_Individual,							Name_of_Individual
22,	Position_Title,								Position_Title
22,	Months_NA,								Number_of_Months*
22,	Salary_and_Honoraria,							Remuneration
22,	Payment_to_Related_Business,						Remuneration*
22,	Rent,									Remuneration*
22,	Other,									Remuneration*
22,	Travel_Expenses,							Expenses

203,	Name_of_Individual,							Name_of_Individual
203,	Position_Title,								Position_Title
203,	Number_of_Months,							Number_of_Months
203,	Remuneration,								Remuneration
203,	Expenses,								Expenses

306,	Name,									Name_of_Individual
306,	Position,								Position_Title
306,	No._Of_Months,								Number_of_Months
306,	Salary_and_Honoraria,							Remuneration
306,	Travel_Expenses,							Expenses
306,	Other_Remuneration,							Remuneration

395,	Name,									Name_of_Individual
395,	Position,								Position_Title
395,	Months,									Number_of_Months
395,	Salary,									Remuneration
395,	Honoraria,								Remuneration
395,	Travel,									Expenses

459,	Name_NA,								Name_of_Individual
459,	Title_NA,								Position_Title
459,	Number_of_Months,							Number_of_Months
459,	Salary_and_Honorarium,							Remuneration
459,	Travel,									Expenses

700,	Name,									Name_of_Individual
700,	Position/Title,								Position_Title
700,	#_of_Months,								Number_of_Months
700,	Salary,									Remuneration
700,	Honoraria,								Remuneration
700,	Travel_Expenses,							Expenses
700,	Other_Remuneration,							Remuneration

718,	Name_of_Individual,							Name_of_Individual
718,	Position_Title,								Position_Title
718,	Number_of_Months,							Number_of_Months
718,	Remuneration,								Remuneration
718,	Expenses,								Expenses

122,	Name_NA,								Name_of_Individual
122,	Position_Title,								Position_Title
122,	Number_of_Months,							Number_of_Months
122,	Government_Remuneration,						Remuneration
122,	Non-Government_Remuneration,						Remuneration
122,	Travel_Expenses,							Expenses
122,	Expenses_Reimbursed,							Expenses*

126,	Name_of_Individual,							Name_of_Individual
126,	Position_Title,								Position_Title
126,	Number_of_Months,							Number_of_Months
126,	Remuneration,								Remuneration
126,	Expenses,								Expenses

193,	Name_NA,								Name_of_Individual
193,	Position,								Position_Title
193,	Number_of_Months,							Number_of_Months
193,	Actual_Salary,								Remuneration
193,	Honoraria,								Remuneration
193,	Other_remuneration,							Remuneration
193,	Travel_Expenses,							Expenses

210,	Name_NA,								Name_of_Individual
210,	Title_NA,								Position_Title
210,	Number_of_Months,							Number_of_Months
210,	Remuneration,								Remuneration
210,	Expenses,								Expenses

216,	Name_of_Individual,							Name_of_Individual
216,	Position_Title,								Position_Title
216,	Number_of_Months,							Number_of_Months
216,	Remuneration,								Remuneration
216,	Expenses,								Expenses

220,	Name_of_Individual,							Name_of_Individual
220,	Position_Title,								Position_Title
220,	Number_of_Months,							Number_of_Months
220,	Remuneration,								Remuneration
220,	Expenses,								Expenses

325,	Administration,								Name_of_Individual
325,	Title_NA,								Position_Title
325,	Number_of_Months,							Number_of_Months
325,	Remuneration,								Remuneration
325,	Expenses,								Expenses

561,	Name_of_Individual,							Name_of_Individual
561,	Position_Title,								Position_Title
561,	Number_of_Months,							Number_of_Months
561,	Remuneration,								Remuneration
561,	Expenses,								Expenses

597,	Name_of_Individual,							Name_of_Individual
597,	Position_Title,								Position_Title
597,	Number_of_Months,							Number_of_Months
597,	Remuneration,								Remuneration
597,	Expenses,								Expenses

680,	Name_of_Individual,							Name_of_Individual
680,	Position,								Position_Title
680,	Months,									Number_of_Months
680,	Remuneration,								Remuneration
680,	Expenses,								Expenses

