
53,			Nation_Micmac_de_Gespeg,	Raymond_Chabot_Grant_Thornton
Nom_de_la_personne,	Titre_du_poste,	Nombre_de_mois,	Salaires_et_honoraires,	Autres_rémunérations,	Frais_de_voyage
Basque_Johanne,		Conseillére,	12,		13780,			28157,			1445
Jean_Johanne,		Conseillére,	12,		13780,			12098,			1292
Jeannotte_Manon,	Conseillére,	12,		13780,			12569,			4424
Shaw_Terry,		Conseiller,	12,		12562,			39823,			4411
Basque_Danny,		Conseiller,	12,		13780,			0,			12159
Jeannotte_Claude,	Chef,		12,		28600,			33800,			22890
Langlois_Kevin,		Conseiller,	12,		13780,			13280,			2015
Jeannotte_Monique,	Conseillére,	12,		13780,			0,			0

76,				Pekuakamiulnuatsh_Takuhikan,	Deloitte_LLP
Name_NA,			Fonction,				Nombre_de_mois,	Salaires,	Autres_rémunérations,	Advantages_sociaux,	Frais_de_voyage
Dominique_Gilbert,		Chef,					10,		79105,		0,			12755,			12142
Moar_Clifford,			Chef,					2,		17275,		7973,			2870,			2108
Bégin_Florent,			Vice-chef,				2,		15590,		4863,			3002,			2713
Buckell_Johanna,		Conseillére_délégué,			2,		12929,		3614,			3050,			60
Courtois_Gilbert,		Vice-chef,				2,		10309,		8518,			285,			0
Courtois_Patrick,		Conseiller,				10,		45297,		4589,			9265,			1658
Éfienne_Marjolaine,		Vice-chef_aux_affaires_extrérieures,	10,		45297,		4704,			7669,			10359
Germain_Jonathan,		Conseiller,				10,		45297,		4589,			9242,			2983
Germain_Stéphane,		Vice-chef_aux_relations_communautaires,	10,		45297,		4704,			8141,			1191
Poul_Jean-Claude,		Conseiller_délégué,			2,		12459,		4892,			2096,			0
Robertson_Nelson,		Conseiller_délégué,			2,		12929,		6304,			2176,			698
Roussaau_Julie,			Conseillére,				10,		45297,		4589,			9100,			7990
Tremblay_Jeannine,		Conseillér_délégué,			2,		12929,		12520,			2488,			0
Verreauilt_Charles-Edouard,	Conseiller,				10,		45297,		4589,			9217,			3012

77,			Conseil_des_Atikamekw_de_Wemotaci,	Deloitte_LLP
Nom,			Titre_du_poste,	Nombre_de_mois/semaines,	Salaires,	Frais_de_voyage
Gaylene_McArthur,	Councilor,	12,			44500,	6761,		850
Clarissa_McArthur,	Councilor,	4,			5000,	818,		0
Kathleen_McArthur,	Councilor,	12,			40580,	9597,		850
Terry_McArthur,		Chief,		8,			12000,	2488,		0

468,			Fort_McMurray_#468_First_Nation,	MNP_LLP
Name_of_Individual,	Position_Title,	Number_of_Months,	Remuneration,	Expenses
Ronald_Kreutzer,	Chief,		12,			156000,		108604
Myrtle_Reece,		Councillor,	12,			104000,		70331
Ronald_Kreutzer_Jr,	Councillor,	11,			84000,		60020
Bernadette_Dumais,	Councillor,	1,			20000,		1600

544,			Prophet_River_First_Nation,	MNP_LLP
Name_of_Individual,	Position_Title,	Number_of_Months,	Remuneration,	Expenses
Lynette_Tsakoza,	Chief,		12,			91000,		5533
Jennifer_Reno,		Councillor,	12,			75000,		10674
Beverly_Stager,		Councillor,	12,			102837,		16970

564,			Kwantlen_First_Nation,	MNP_LLP
Name_of_Individual,	Position_Title,	Number_of_Months,	Remuneration,	Expenses
Marilyn_Gabriel,	Chief,		12,			106011,		6167
Tumia_Knott,		Councillor,	12,			118895,		3793
Les_Antone,		Councillor,	12,			75327,		4362

573,			Skwah_First_Nation,	MNP_LLP
Name_of_Individual,	Position_Title,	Number_of_Months,	Salary_and_honoraria,	Travel_expense,	Other_remuneration
Robert_Combes,		Chief,		12,			29781,			0,		0
Adam_Mussell,		Councillor,	12,			6000,			0,		0
Shiela_Stewart,		Councillor,	12,			40449,			0,		0
Dean_Williams,		Councillor,	12,			21782,			0,		0
Leslie_Williams,	Councillor,	12,			21745,			0,		0

602,			St._Mary's_Indian_Band,	KPMG_LLP
Name_NA,		Position/Title,	Months,	Salaries_and_Honoraria,	Other_Remuneration,	Travel
J_Whitehead,		Chief,		12,	9050,			2886,			139
J_Pierre,		Councillor,	12,	9050,			1986,			0
C_Walkley,		Councillor,	12,	9050,			2736,			0
C_Andrew,		Councillor,	12,	9050,			600,			0
R_Williams,		Councillor,	12,	9050,			6836,			4217

607,			Lake_Babina_Nation,	Dean_Mason_&_Company_Inc,	*
Name,			Position/Title,	Number_of_Months,	Salary,		Honoraria,	Other_Remuneration,	Travel_Expenses
Wilf_Adam,		Chief,		12,			89193.00,	0,		0,			74338.00
Frank_Alec,		Deputy_Chief,	12,			25107.70,	36000.00,	0,			45489.45
Gordon_Alec,		Councillor,	12,			0,		36000.00,	0,			1498.95
Delores_Alec,		Councillor,	12,			0,		36000.00,	0,			26084.76
Priscilla_Crouse,	Councillor,	12,			0,		39500.00,	0,			4019.97
Derek_MacDonald,	Councillor,	12,			0,		36000.00,	0,			4198.30
Leonard_Lawley,		Councillor,	12,			0,		36000.00,	0,			34473.10
Evelyn_George,		Councillor,	12,			0,		36000.00,	0,			34177.38
Bessie_West,		Councillor,	12,			0,		36000.00,	0,			34462.29
Fred_William,		Councillor,	12,			0,		36000.00,	0,			38849.02

627,			Gwawaenuk_Tribe,	MNP_LLP
Name_NA,		Position_Title,	Number_of_Months,	Salary_and_honoraria,	Travel_expense,	Other_remuneration
Charlie_Williams,	Chief,		12,			33225,			2000,		0

628,			Kwiakah_Indian_Band,	Moeller_&_Company
Name_of_Individual,	Position_Title,	Number_of_Months,	Remuneration,	Expenses
Steven_Dick,		Chief,		12,			32400,		467
Andrean_Dick,		Councillor,	12,			16800,		0

642,			Cowichan_Tribes,	MNP_LLP
Name,			Position,									No._of_months,	Salary,		Honoraria,	Other_Remuneration,	Travel
Alphonse_Harvey,	Chief/Director_Khowutzun_Development_Corporation,				9,		62307.00,	0,		5720.81,		8373.58
Seymour_William_Sr,	Chief/Councillor/O&M_Supervisor/Director_Khowutzun_Development_Corporation,	12,		44427.28,	41003.78,	4082.31,		4393.05
Canute_Andrew,		Councillor/O&M_Supervisor,							3,		14063.98,	5925.00,	554.35,			0
Charlie_Alble,		Councillor,									12,		0,		37273.20,	0,			3883.56
Charlie_Arvid,		Councillor,									12,		0,		37732.40,	16543.20,		233.44
Challie_Stephanie,	Councillor/Director_Khowutzun_Development_Corporation,				12,		0,		29350.00,	19950.00,		1903.05
Daniels_Cindy,		Councillor/Dlrector_Khowutzun_Development_Corporation,				12,		0,		25800.00,	37290.76,		1918.28
Daniels_Diane,		Councillor/Membership,								12,		56042.35,	19350.00,	4781.16,		529.54
Elliott_Garrett,	Councillor/Group_Home_Manager/Director_Khowutzun_Development_Corporation,	3,		17429.30,	4350.00,	2061.80,		0
George_Darin,		Councillor/Transportation_Supervisor,						9,		32634.38,	14950.00,	2260.22,		0
Joe_Lester,		Councillor,									9,		0,		17250.00,	0,			511.53
Louie_Matthew,		Councillor/Data_Entry_Clerk/Director_Khowutzun_Development_Corporation,		3,		216.33,		6400.00,	500.00,			1189.81
Modeste_Dianne,		Councillor/Director_Khowutzun_Development_Corporation,				9,		0,		20250.00,	250.00,			0
Seymour_William_Jr,	Councillor/Cultural_Co-ordinator,						12,		58662.25,	18250.00,	5512.16,		0
Swustus_Calvin,		Councillor/Community_Justice_Worker,						9,		32378.72,	13707.50,	2095.45,		2674.07
Toporowski_Debra,	Councillor,									3,		0,		4850.00,	0,			0
Wilson_Dora,		Councillor/Director_Khowutzun_Development_Corporation,				12,		0,		36163.20,	4280.00,		0

9,			Fort_Folly_First_Nation,	Grant_Thornton_LLP
Name_of_Individual,	Position_Title,		Number_of_Months,	Remuneration,	Honorariums,	Expenses
Rebecca_Knockwood,	Chief/Councillor,	4/8(12),		56410,		12000,		5620
Joseph_Knockwood,	Councillor/Chief,	4/8(12),		42608,		12000,		281
Michael_Nye,		Councillor,		8,			21860,		8000,		1160
Michael_Knockwood,	Councillor,		4,			0,		4000,		612

12,			Oromocto_First_Nation,	Teed_Saunders_Doyle_&_Co.,	*
Elected,		Title_NA,		#_of_Months,	Salary,	Honoraria,	Travel_Expenses,	Other
Roger_Atwin,		Chief,			6,		45035,	1500,		72658,			0
Joe_Sacobie,		Chief,			6,		70196,	12000,		9869,			0
Terry_Paul,		Councillor,		12,		57840,	10250,		17408,			0
Shirley_Sacobie,	Councillor,		12,		56196,	10250,		28069,			0
Shelley_Sabattis,	Councillor,		12,		55796,	10250,		23322,			0
Andrew_Levi,		Councillor,		6,		26636,	9000,		3226,			0
Allan_Sabattis,		Councillor,		12,		20179,	1250,		12387,			0

21,			Bear_River_First_Nation,	Grant_Thornton_LLP,	*
Name_of_Individual,	Position_Title,		Number_of_Months,	Honoraria,	Salary,	Travel_and_other,	Other_honoraria
Frank_Meuse,		Chief,			8.5,			0,		40154,	0,			0
Frank_Meuse,		Chief_&_Council,	12,			0,		0,	12300,			0
Frank_Meuse,		Council,		3.5,			8616,		0,	0,			0
Carol_D_Thompson,	Chief,			3.5,			0,		18462,	0,			0
Carol_D_Thompson,	Council,		12,			0,		0,	7045,			0
Carol_D_Thompson,	Council,		8.5,			0,		18662,	0,			0
Carol_Ann_Potter,	Council,		12,			26615,		0,	493,			600
Fred_Harlow,		Council,		12,			26615,		14458,	320,			100

26,			Membertou_Reserve_Band_Council,	Grant_Thornton_LLP,	*
Name,			Position,		Number_of_Months,	Honorarium,	Other_Remuneration,	Salary,	Pension,	Travel
Terrance_Paul,		Chief/Band_Manager,			12,	70000,		0,			110000,	0,		33921
David_Marshall,		Councillor,				12,	63654,		0,			0,	6264,		0
Allister_Matthews,	Councillor,				12,	63654,		0,			0,	6264,		9666
Julie_Christmas,	Councillor/Welfare_Officer,		12,	63654,		0,			47575,	0,		1637
Robm_Googoo,		Councillor,				12,	63654,		4885,			0,	0,		0
Dan_Christmas,		Councillor/Senior_Advisor,		12,	63654,		0,			135000,	6264,		4209
Dean_Christmas,		Councillor,				12,	63654,		0,			0,	0,		2611
Darrell_Bernard,	Councillor/Director_of_Public_Works,	12,	63654,		0,			80000,	6264,		3012
Lawrence_Paul_Jr,	Councillor/Dept_of_Fisheries,		12,	63654,		0,			30305,	0,		3240
Johanna_Laporte,	Councillor/Finance,			12,	63654,		0,			52596,	0,		0
Lee_Gould,		Councillor/Secretary,			12,	63654,		0,			43410,	0,		0
Paul_MacDonald,		Councillor,				12,	63654,		0,			0,	6264,		0
Anthony_Paul,		Councillor/Bus_driver,			12,	63654,		0,			46899,	0,		2450

27,			Millbrook_Band_Council,	Grant_Thornton_LLP,	*
Name_of_Individual,	Title_NA,	Number_of_Months,	Salary_and_Benefits,	Sales,	Honoraria,	Reimbursed_Expenses,	Retirement_Allowances_Paid_out,	Advance_Receivable
Bob_Gloade,		Chief,		12,			81849,			15334,	46636,		4582,			0,				0
Alex_Cope,		Councillor,	12,			106972,			0,	46636,		632,			39856,				0
Barry_Gloade,		Councillor,	12,			107243,			0,	46636,		150,			32000,				0
Lloyd_Johnson,		Councillor,	12,			0,			0,	46636,		548,			91538,				0
Barry_Martin,		Councillor,	12,			83130,			0,	46636,		2298,			49631,				5000
Gloade_Adrian,		Councillor,	12,			79604,			0,	46636,		2938,			25375,				5000
Chris_Nasson,		Councillor,	12,			60879,			0,	46636,		6575,			13515,				5000
Peter_Gloade,		Councillor,	12,			56811,			0,	46636,		9337,			15582,				5000
Colin_Bernard,		Councillor,	12,			52699,			0,	46636,		5350,			11164,				6000
Vernon_Gloade,		Councillor,	12,			35077,			0,	46636,		116,			8560,				5500
Gordon_Johnson,		Councillor,	12,			0,			0,	46636,		116,			0,				0
Ward_Markie,		Councillor,	12,			5415,			0,	46636,		116,			0,				8331
Bryan_Brooks,		Councillor,	12,			0,			0,	46636,		116,			0,				0
Natasha_Bernard,	Councillor,	1,			0,			0,	0,		0,			0,				6000
Linda_Maloney,		Councillor,	1,			0,			0,	0,		0,			0,				6000

55,			Conseil_de_la_Premiere_Nation_Abitibiwinni,	Deloitte_LLP
Nom,			Title_NA,		Nombre_de_mois_en_poste,	Rémunérations,	Frais_de_déplacement
Bruno_Kistabish,	Chef,			12,				55780,		14969
David_Kistabish,	Vice-chef,		12,				46398,		12078
Steve_Rankin,		Conseiller_1,		12,				39800,		16889
Tom_Mapachee,		Conseiller_2,		12,				36684,		3697
Francoise_Ruperthouse,	Conseiller_3,		12,				35149,		12589

62,			Conseil_des_Anicinapek_de_Kitcisakik,	Raymond_Chabot_Grant_Thornton
Nom,			Title_NA,	Nombre_de_mois_en_poste,	Salaires_et_honoraires,	Frais_de_voyage,	Autres_rémunérations
Adrienne_Anichinapéo,	Chef,		12,				46683,			434,			1796
Hélene_Michel,		Conseillére,	12,				25159,			1083,			0
Régis_Pénosway,		Conseiller,	12,				29636,			349,			1320
Vacant_Poste,		Conseiller,	12,				0,			0,			0

68,			Wolf_Lake_First_Nation,	Deloitte_LLP
Name_of_individual,	Title_NA,		Number_of_months_in_office,	Salaries_and_honoraria,	Travel_expenses,	Other_position_than_Chief_or_Council_members
Harry_St-Denis,		Chief,			12,				65780,			1620,			0
Sonia_Young,		Councillor,		12,				4200,			3509,			31200
Gerald_Robinson,	Councillor,		12,				4200,			486,			31200

71,			Conseil_de_bande_des_Abénakis_de_Wolinak,	Deloitte_LLP,	**
Nom,			Titre,		Nombre_de_mois,	Salaires_ou_honoraires,	Autres_rémunérations,	Frais_de_voyages
Denis_Landry,		Chef,		12,		48000,			0,			9836
Christian_Trottier,	Conseiller,	12,		12000,			0,			0
Lucien_Milette,		Conseiller,	12,		12000,			0,			0
Carole_Paillée,		Conseillére,	12,		12000,			0,			0
Gaétan_Landry,		Conseiller,	12,		12000,			0,			200

78,			Conseil_des_Atikamekw_de_Manawan,	Deloitte_LLP
Nom,			Titre_du_poste,	Nombre_de_mois/semaines,	Salaire,	Frais_de_voyages
Paul-Emile_Ottawa,	Chef,		12/52,				88584,		10375
Marc_Dubé,		Conseiller,	6/26,				4100,		0
Mario_Ottawa,		Conseiller,	12/52,				43123,		4526
Réjeanne_F-Quitich,	Conseillére,	9/40,				58135,		1748
Céline_Quitich,		Conseillére,	12/52,				92155,		6808
Francine_Dube,		Conseillére,	12/52,				55487,		7370
Sakay_Ottawa,		Conseiller,	12/52,				81515,		7176
Karina_Ottawa,		Conseillére,	12/52,				48986,		895

79,			Conseil_des_Atikamekw_D'Opitciwan,	Deloitte_LLP
Nom,			Titre_du_poste,				Nombre_de_mois/semaines,	Salaires,	Honoraires,	Frais_de_voyages_et_de_garde
Christian_Awashish,	Chef,					12/52,				75002,		0,		15686
Martin_Awashish,	Contréleur_incendie,			12/52,				53361,		18000,		8030
Femand_Denis-Damée,	Responsable_santé_communautaire,	12/52,				46030,		18000,		8839
Martina_Awashish,	Intervenante_P.N.L.A.A.D.A.,		12/52,				56503,		18000,		4827
Marc_Awashish,		Coordonnateur_en_informatique,		12/52,				86031,		18000,		11334
Roger_Chachai,		Conseiller,				12/52,				0,		18000,		6731
Paul_Awashish,		Coordonnateur_en_entretien,		12/52,				52365,		18000,		7701

86,			Conseil_de_la_Premiere_Nation_des_Innus_Essipit,	Laberge_Lafleur_Brown
Name_NA,		Title_NA,		Nombre_de_mois,	Honoraires_de_fonction,	Autres_services,	Frais_de_déplacement
Martin_Dufour,		chef,			12,		41212,			0,			10144
Jean-Yves_Moreau,	conseiller,		12,		3600,			38552,			0
Kim_Moreau,		conseillére,		12,		3600,			29898,			0
Gilles_Ross,		conseiller,		12,		3600,			30420,			178

123,			Chippewas_of_Saugeen_First_Nation,	BDO_Canada_LLP
Name_of_Individual,	Position_Title,		Number_of_Months,	Salary_&_Honorariums,	Expenses
Randy_Kahgee,		Chief,			12,			84892,			16068
Bryan_Johnson,		Councillor,		12,			50374,			4547
Clint_Root,		Councillor,		12,			50374,			10456
Randall_Roote,		Councillor,		12,			51921,			8820
Vern_Roote,		Councillor,		12,			50374,			10994
Ken_Roote,		Councillor,		12,			50374,			4926
Sonya_Roote,		Councillor,		12,			50374,			4815
Letitia_Thompson,	Councillor,		12,			50374,			9828
Stacey_John,		Councillor,		12,			50374,			3060
Joanne_Mason,		Councillor,		12,			50374,			2954

131,			Ojibways_of_Onigaming_First_Nation,	Holukoff_Chiarella
Chief_and_Council,	Title_NA,		Number_of_Months,	Remuneration,	Expenses
Norm_Copenace,		Former_Chief,		6,			27800,		4372
Gus_Copenace,		Councillor,		12,			57058,		11632
Cindy_Shebagegit,	Councillor,		6,			22050,		6099
Vincent_Kelly_Sr,	Councillor,		12,			57058,		7674
Jimmie_Spruce,		Councillor,		12,			57058,		13385
Fred_Kelly,		Councillor,		6,			22050,		2021
Kathy_Kishiqueb,	Chief,			6,			47065,		6919
Sheila_Kelly,		Councillor,		6,			35008,		9160
Shawn_Kelly,		Councillor,		6,			35008,		12885

135,			Moose_Deer_Point_First_Nation,	KPMG_LLP
Name_of_Individual,	Position_Title,		Number_of_Months,	Remuneration,	Expenses
Barron_King,		Chief,			12,			86931,		9722
Sheryl_St_Pierre,	Councillor,		7,			12796,		489
Ernest_Williams,	Councillor,		12,			26300,		4577
Elizabeth_Sandy,	Councillor,		7,			14775,		5159
Pauline_Hacker,		Councillor,		5,			11400,		0
Laird_Hendrick,		Councillor,		5,			11150,		871
Myrna_Burnside,		Councillor,		12,			32175,		5061

137,			Shawanaga_First_Nation,	Grant_Thornton_LLP,	*
Name,			Position,	Number_of_Months,	Salary,	Honoraria,	Travel_Expenses,	Other_Remuneration
Wayne_Pamajewon,	Chief,		12,			43264,	0,		13619,			7003
Richard_Jason,		Councillor,	10.5,			0,	15900,		8659,			9079
Tobias_McQuabbie,	Councillor,	10.5,			0,	16354,		12118,			13996
Ann_Pamajewon,		Councillor,	10.5,			0,	11350,		5691,			13799
Patricia_Pawis,		Councillor,	10.5,			0,	13500,		3367,			11958
Vincent_Pawis_Jr,	Councillor,	11.5,			0,	5700,		450,			7443
Dan_Pawis,		Councillor,	0.5,			0,	600,		0,			508
Dianna_Wheatley,	Councillor,	1.5,			0,	900,		0,			52
Charles_Pawis,		Councillor,	1.5,			0,	470,		331,			141
Donna_Longlade,		Councillor,	1.5,			0,	900,		0,			1225
Adam_Pawis,		Councillor,	1.5,			0,	4500,		0,			751

138,			Chippewas_of_Georgina_Island_First_Nation,	Grant_Thornton_LLP
Name_of_Individual,	Position_Title,		Number_of_Months,	Salary_and_Honoraria,	Other_Remuneration,	Travel_Expenses
Donna_Big_Canoe,	Chief,			12,			59800,			9568,			3556
Suzanne_Howes,		Councillor,		12,			58950,			9360,			10842
William_McCue,		Councillor,		12,			58500,			9360,			9183
Patricia_Big_Canoe,	Councillor,		12,			58500,			13860,			6601
Lauri_Williamson,	Councillor,		12,			58500,			9360,			5371

144,				Moose_Cree_First_Nation,	BDO_Canada_LLP
Name_of_Individual,		Position,	No._Of_Months,	Remuneration,	Expenses
Norm_Hardisty_Jr,		Chief,		12,		154340.16,	53561.76
Earl_Cheechoo,			Deputy_Chief,	12,		112809.16,	52053.30
Gilbert_Cheechoo_Jr,		Councillor,	12,		8662.50,	8031.60
Joe_Cheechoo,			Councillor,	12,		4475.00,	16008.01
Katherine_Faries_Quachegan,	Councillor,	12,		5750.00,	3325.06
Bobby_Echum,			Councillor,	12,		5506.25,	1093.38
Pauline_Rickard,		Councillor,	7,		4556.25,	10376.18
Elaine_Jeffries,		Councillor,	12,		4328.13,	0.00
Paul_Linklater,			Councillor,	12,		3350.01,	0.00
Mildred_Alisappi,		Councillor,	12,		6714.70,	0.00
Victor_Linklater,		Councillor,	12,		2400.00,	0.00
Stella_Schimmens,		Councillor,	12,		6884.39,	2157.61
Frances_Sutherland,		Councillor,	12,		7209.40,	1020.00
Nellie_Trapper,			Councillor,	12,		6250.00,	7705.53
Christina_Wynne,		Councillor,	12,		3375.00,	3658.32
Samantha_Wesley,		Councillor,	3,		2000.00,	4586.63
Nancy_Corston,			Councillor,	9,		4075.00,	9556.55

153,			Anishinabe_of_Wauzhushk_Onigum_Nation,	Holukoff_Chiarella
Name_NA,		Position,		Number_of_Months,	Remuneration,	Expenses
Ken_Skead,		Chief,			9,			61866,		17420
Chris_Skead,		Chief,			3,			14613,		2864
Chris_Skead,		Councillor,		9,			45129,		8591
Don_Big_George,		Councillor,		3,			16282,		3402
Tyler_Cameron,		Councillor,		3,			16030,		4835
Edward_Skead,		Councillor,		3,			15381,		4470
George_Kakeway,		Councillor,		9,			43469,		6203
Nathan_Landon,		Councillor,		9,			33716,		6252

164,			Mohawks_of_the_Bay_of_Quinte,	Wilkinson_&_Company_LLP,	*
Name_of_Individual,	Title_NA,		No._of_Months,	Honoraria_Paid,	Honoraria_Reimbursement,	Travel
R_Maracle,		Chief,			12,		33930,		(750),				11429
B_Brant,		Council,		12,		31320,		0,				11874
C_E_Maracle,		Council,		12,		31320,		0,				1019
R_Maracle,		Council,		8.5,		22440,		(600),				930
D_E_Maracle,		Council,		12,		31320,		0,				3689
S_Lewis-den_Otter,	Council,		3.5,		8880,		0,				879

171,			Chippewas_of_Kettle_&_Stony_Point_First_Nation,	BDO_Canada_LLP
Name_of_Individual,	Position_Title,		Number_of_Months,	Salary_and_Honoraria,	Travel_Expenses
Thomas_Bressette,	Chief,			12,			79938,			22384
Peter_Cloud,		Councillor,		12,			19403,			607
Yvonne_Bressette,	Councillor,		12,			7612,			1449
Brian_Monague,		Councillor,		12,			9559,			2876
Marshall_George,	Councillor,		12,			20528,			8587
Robert_Bressette_Sr,	Councillor,		12,			12461,			1845
L_Vince_George,		Councillor,		12,			16357,			3659
Alvin_Wolfe,		Councillor,		12,			7993,			924
Carmen_Rogers_Jr,	Councillor,		12,			18306,			8969
Jack_Brown,		Councillor,		12,			13187,			5545

172,			Aamjiwnaang_First_Nation,	Hazlitt_Steeves_Harris_Dunn_LLP
Name_of_Individual,	Position,	Number_of_Months,	Stipend_and_Salary,	Honoraria,	Other_Remuneration,	Travel_Expenses
John_Q_Adams,		Councillor,	12,			7680,			7609,		0,			6911
Sherri_Crowley,		Councillor,	12,			7680,			10349,		0,			1279
Errnol_Gray,		Councillor,	12,			7680,			25554,		0,			22381
Darren_Henry,		Councillor,	12,			7680,			6384,		0,			3876
Phil_Maness,		Councillor,	12,			6480,			0,		0,			0
Chris_Plain,		Chief,		12,			91183,			0,		0,			15799
Roderick_Plain,		Councillor,	7,			4480,			3860,		0,			0
Shawn_Plain,		Councillor,	12,			7680,			8470,		0,			4675
Lareina_Rising,		Councillor,	12,			7680,			11879,		0,			6046
Ted_White,		Councillor,	12,			7680,			6579,		0,			1907

189,			Lac_des_Mille_Lacs_First_Nation,	MNP_LLP
Name_of_Individual,	Position_Title,		Number_of_Months,	Remuneration,	Expenses
Judy_Manula,		Chief,			12,			86000,		18497
Tracy_Morrison,		Councillor,		12,			31000,		768
Irma_Churchill,		Councillor,		12,			51000,		7673
Laura_Ewing,		Councillor,		12,			25000,		1046
Carmel_Zoccole,		Councillor,		12,			26000,		391

198,			Batchewana_First_Nation,	BDO_Canada_LLP
Chief_and_Council,	Title_NA,		Number_of_Months,	Remuneration,	Expenses
Dean_Sayers,		Chief,			12,			47661,		32764
Harvey_Bell,		Council,		12,			20145,		22192
Joe_Corbiere,		Council,		10,			10225,		0
Claude_Paquin,		Council,		12,			13880,		1156
Gary_Roach,		Council,		12,			12825,		0
Peter_Sewell,		Council,		12,			13525,		756
Vernon_Syrette,		Council,		12,			12975,		3845
Lynn_Tegosh,		Council,		12,			13350,		597
Stacy_Tijernia,		Council,		12,			28720,		964

205,			Lac_Seul_First_Nation,	Holukoff_Chiarella,	*
Name_NA,		Title_NA,		Number_of_Months,	Remuneration,	Expenses
Clifford_Bull,		Chief,			12,			65000,		23009
David_Gordon,		Councillor,		12,			49998,		16683
Gerald_Kejick,		Councillor,		12,			49998,		16468
Elvis_Trout,		Councillor,		12,			49998,		11641
Floyd_Vincent,		Councillor,		12,			49998,		12314
Selina_Vincent,		Councillor,		12,			49998,		19283
E_Derek_Maud,		Councillor,		12,			49998,		13037
Donald_Dean_Ross,	Councillor,		12,			49998,		16492
Norman_Thomas,		Councillor,		12,			49998,		8414

206,			Wapekeka_First_Nation,	Holukoff_Chiarella
Name_NA,		Title_NA,	Number_of_Months,	Remuneration,	Expenses
Norman_Brown,		Chief,		6,			27000,		24714
Brennan_Sainnawap,	Chief,		6,			28840,		19008
Norman_Brown,		Deputy_Chief,	3.5,			16250,		3838
Ananias_Winter,		Deputy_Chief,	6,			25800,		4860
Elsie_Brown,		Councillor,	12,			55300,		1200
Clara_Winnepetonga,	Councillor,	12,			49350,		12702
Donald_Brown,		Councillor,	6,			24600,		6739
Sophia_McKay,		Councillor,	6.5,			24050,		2732

209,			Kitchenuhmaykoosib_Inninuwug_First_Nation,	Holukoff_Chiarella,	*
Name_NA,		Title_NA,		Number_of_Months,	Remuneration,	Expenses
Donny_Morris,		Chief,			12,			66107,		10315
Jack_McKay,		Councillor,		6,			56410,		2922
Cecelia_Begg,		Councillor,		12,			59616,		2967
Darryl_Sainnawap,	Deputy_Chief,		12,			75635,		38551
Bonnie_Sanderson,	Councillor,		8,			54400,		2377
Joseph_McKay,		Councillor,		2,			36480,		2000
Enus_McKay,		Councillor,		8,			30515,		9151
Debra_Beardy-Keesic,	Councillor,		4,			16000,		20
Randy_Nanokeesic,	Councillor,		4,			16000,		863
Steven_Chapman,		Councillor,		4,			16000,		20
Leonard_Beardy,		Councillor,		4,			16000,		0

212,			Kingfisher_Lake_First_Nation,	Holukoff_Chiarella,	*
Name_NA,		Title_NA,		Number_of_Months,	Remuneration,	Expenses
James_Mamakwa,		Chief,			12,			63050,		9711
Eddie_Mamakwa,		Councillor,		12,			49073,		6539
Amos_Mamakwa,		Councillor,		12,			48215,		2904
Luke_Reynolds,		Councillor,		12,			48043,		14120
William_Mekanak,	Councillor,		4,			12562,		2940
Stephen_Sainnawap,	Councillor,		6,			20759,		0

231,			Henvey_Inlet_First_Nation,	KPMG_LLP
Name_of_Individual,	Position_Title,		Number_of_Months,	Remuneration,	Expenses
Wayne_McQuabbie,	Chief,			12,			75535,		12854
Lionel_Fox,		Councillor,		12,			72200,		3240
Genevieve_Dubois,	Councillor,		12,			7000,		1217
Doreen_McKenzie,	Councillor,		12,			7000,		1217
Patrick_Brennan,	Councillor,		12,			45550,		5218
Brenda_Contin,		Councillor,		12,			7000,		7762
Dmitri_Ashawasegai,	Councillor,		12,			48029,		3594

234,			Wawakapewin_First_Nation,	Holukoff_Chiarella
Chief_and_Council,	Position_Title,		Number_of_Months,	Remuneration,	Expenses
Joshua_Frogg,		Chief,			3,			12500,		13270
Ann_Marie_Beardy,	Chief,			6,			20021,		5589
Archie_Meekis,		Council,		12,			46875,		32252
Ann_Marie_Beardy,	Council,		2,			5000,		0
Anderson_Leighton,	Council,		4,			11625,		12156

241,			Nibinamik_First_Nation,	MNP_LLP
Name_of_Individual,	Position_Title,		Number_of_Months,	Remuneration,	Expenses
Johnny_Yellowhead,	Chief,			12,			42900,		50791
Annie_Oskineegish,	Councillor,		8,			26100,		1973
Stanley_Oskineegish,	Councillor,		12,			40300,		34085
Matthew_Sofea,		Councillor,		8,			26100,		4652
Capinias_Wabasse,	Councillor,		8,			26100,		5370
James_Beaver,		Councillor,		4,			12275,		1810
Conrad_Oskineegish,	Councillor,		4,			11550,		2237
Mathias_Wabasse,	Councillor,		4,			11550,		1485

310,			Misipawistik_Cree_Nation,	Collins_Barrow_LLP
Name_of_Individual,	Position,		Number_of_Months,	Remuneration,	Expenses
Harold_Turner,		Chief,			12,			78000,		66376
William_Ferland,	Councillor,		12,			62986,		38404
Ovide_Mercredi,		Councillor,		12,			63000,		12732
Edwin_Ballantyne,	Councillor,		12,			66000,		17243

341,			Lucky_Man_Cree_Nation,	Lorne_Horning
Name,			Position,		Months,	Salary/Honoraria,	Travel
